ANIO|CLAVE DEL FORMULARIO|CLAVE DE LA ENTIDAD|TIPO DE CLIENTE O USUARIO|CLASIFICACION POR GRADO DE RIESGO|PAIS DE NACIONALIDAD|PAIS DE RESIDENCIA|ENTIDAD FEDERATIVA DE RESIDENCIA|ACTIVIDAD ECONOMICA|NUMERO TOTAL DE CLIENTES O USUARIOS
2025|A1|29037|01  |1|157|157|19|00000000003221017|1
2025|A1|29037|01  |1|157|157|19|00000000003229045|3
2025|A1|29037|01  |1|157|157|19|00000000003229053|1
2025|A1|29037|01  |1|157|157|19|00000000003300001|1
2025|A1|29037|01  |1|157|157|19|00000000003311016|1
2025|A1|29037|01  |1|157|157|19|00000000003319010|1
2025|A1|29037|01  |1|157|157|19|00000000003319028|4
2025|A1|29037|01  |1|157|157|19|00000000003321015|3
2025|A1|29037|01  |1|157|157|19|00000000003323029|1
2025|A1|29037|01  |1|157|157|19|00000000003331022|2
2025|A1|29037|01  |1|157|157|19|00000000003332012|1
2025|A1|29037|01  |1|157|157|19|00000000003342011|2
2025|A1|29037|01  |1|157|157|19|00000000003342029|1
2025|A1|29037|01  |1|157|157|19|00000000003352010|1
2025|A1|29037|01  |1|157|157|19|00000000003400009|8
2025|A1|29037|01  |1|157|157|19|00000000003411022|1
2025|A1|29037|01  |1|157|157|19|00000000003413010|2
2025|A1|29037|01  |1|157|157|19|00000000003422011|1
2025|A1|29037|01  |1|157|157|19|00000000003423027|1
2025|A1|29037|01  |1|157|157|19|00000000003429017|1
2025|A1|29037|01  |1|157|157|19|00000000003500007|5
2025|A1|29037|01  |1|157|157|19|00000000003516038|3
2025|A1|29037|01  |1|157|157|19|00000000003516054|7
2025|A1|29037|01  |1|157|157|19|00000000003531010|2
2025|A1|29037|01  |1|157|157|19|00000000003591022|3
2025|A1|29037|01  |1|157|157|19|00000000003593010|1
2025|A1|29037|01  |1|157|157|19|00000000003593028|1
2025|A1|29037|01  |1|157|157|19|00000000003595040|1
2025|A1|29037|01  |1|157|157|19|00000000003595058|1
2025|A1|29037|01  |1|157|157|19|00000000003596014|1
2025|A1|29037|01  |1|157|157|19|00000000003599092|6
2025|A1|29037|01  |1|157|157|19|00000000003600005|11
2025|A1|29037|01  |1|157|157|19|00000000003621027|7
2025|A1|29037|01  |1|157|157|19|00000000003631018|1
2025|A1|29037|01  |1|157|157|19|00000000003632016|1
2025|A1|29037|01  |1|157|157|19|00000000003639905|4
2025|A1|29037|01  |1|157|157|19|00000000003639913|1
2025|A1|29037|01  |1|157|157|19|00000000003692010|2
2025|A1|29037|01  |1|157|157|19|00000000003699024|15
2025|A1|29037|01  |1|157|157|19|00000000003699032|1
2025|A1|29037|01  |1|157|157|19|00000000003700003|11
2025|A1|29037|01  |1|157|157|19|00000000003711018|1
2025|A1|29037|01  |1|157|157|19|00000000003731016|1
2025|A1|29037|01  |1|157|157|19|00000000003731024|5
2025|A1|29037|01  |1|157|157|19|00000000003791010|1
2025|A1|29037|01  |1|157|157|19|00000000003793016|2
2025|A1|29037|01  |1|157|157|19|00000000003793024|1
2025|A1|29037|01  |1|157|157|19|00000000003800001|1
2025|A1|29037|01  |1|157|157|19|00000000003813012|1
2025|A1|29037|01  |1|157|157|19|00000000003814010|1
2025|A1|29037|01  |1|157|157|19|00000000003819010|2
2025|A1|29037|01  |1|157|157|19|00000000003892016|1
2025|A1|29037|01  |1|157|157|19|00000000003900009|4
2025|A1|29037|01  |1|157|157|19|00000000003932010|1
2025|A1|29037|01  |1|157|157|19|00000000003932028|4
2025|A1|29037|01  |1|157|157|19|00000000003933018|2
2025|A1|29037|01  |1|157|157|19|00000000003961043|2
2025|A1|29037|01  |1|157|157|19|00000000003961051|1
2025|A1|29037|01  |1|157|157|19|00000000003997022|1
2025|A1|29037|01  |1|157|157|19|00000000003999127|1
2025|A1|29037|01  |1|157|157|19|00000000003999903|3
2025|A1|29037|01  |1|157|157|19|00000000004100004|4
2025|A1|29037|01  |1|157|157|19|00000000004111019|30
2025|A1|29037|01  |1|157|157|19|00000000004111027|49
2025|A1|29037|01  |1|157|157|19|00000000004111035|2
2025|A1|29037|01  |1|157|157|19|00000000004111928|7
2025|A1|29037|01  |1|157|157|19|00000000004111936|5
2025|A1|29037|01  |1|157|157|19|00000000004111944|12
2025|A1|29037|01  |1|157|157|19|00000000004111952|6
2025|A1|29037|01  |1|157|157|19|00000000004112017|3
2025|A1|29037|01  |1|157|157|19|00000000004113015|6
2025|A1|29037|01  |1|157|157|19|00000000004121034|1
2025|A1|29037|01  |1|157|157|19|00000000004123014|1
2025|A1|29037|01  |1|157|157|19|00000000004129012|1
2025|A1|29037|01  |1|157|157|19|00000000004193017|4
2025|A1|29037|01  |1|157|157|19|00000000004199015|9
2025|A1|29037|01  |1|157|157|19|00000000004199908|1
2025|A1|29037|01  |1|157|157|19|00000000004200002|8
2025|A1|29037|01  |1|157|157|19|00000000004219011|2
2025|A1|29037|01  |1|157|157|19|00000000004221016|3
2025|A1|29037|01  |1|157|157|19|00000000004222014|7
2025|A1|29037|01  |1|157|157|19|00000000004229010|2
2025|A1|29037|01  |1|157|157|19|00000000004291019|5
2025|A1|29037|01  |1|157|157|19|00000000004293015|3
2025|A1|29037|01  |1|157|157|19|00000000004299013|6
2025|A1|29037|01  |1|157|157|19|00000000005011903|3
2025|A1|29037|01  |1|157|157|19|00000000005100003|1
2025|A1|29037|01  |1|157|157|19|00000000005111018|1
2025|A1|29037|01  |1|157|157|19|00000000006100002|21
2025|A1|29037|01  |1|157|157|19|00000000006112015|8
2025|A1|29037|01  |1|157|157|19|00000000006112023|2
2025|A1|29037|01  |1|157|157|19|00000000006113013|1
2025|A1|29037|01  |1|157|157|19|00000000006119011|1
2025|A1|29037|01  |1|157|157|19|00000000006121032|2
2025|A1|29037|01  |1|157|157|19|00000000006122014|11
2025|A1|29037|01  |1|157|157|19|00000000006124010|9
2025|A1|29037|01  |1|157|157|19|00000000006131015|1
2025|A1|29037|01  |1|157|157|19|00000000006131023|127
2025|A1|29037|01  |1|157|157|19|00000000006132013|18
2025|A1|29037|01  |1|157|157|19|00000000006132021|3
2025|A1|29037|01  |1|157|157|19|00000000006132047|6
2025|A1|29037|01  |1|157|157|19|00000000006132055|15
2025|A1|29037|01  |1|157|157|19|00000000006132071|8
2025|A1|29037|01  |1|157|157|19|00000000006133029|2
2025|A1|29037|01  |1|157|157|19|00000000006134019|1
2025|A1|29037|01  |1|157|157|19|00000000006135017|12
2025|A1|29037|01  |1|157|157|19|00000000006136015|1
2025|A1|29037|01  |1|157|157|19|00000000006136023|2
2025|A1|29037|01  |1|157|157|19|00000000006200000|17
2025|A1|29037|01  |1|157|157|19|00000000006211015|5
2025|A1|29037|01  |1|157|157|19|00000000006211023|64
2025|A1|29037|01  |1|157|157|19|00000000006212013|36
2025|A1|29037|01  |1|157|157|19|00000000006215017|3
2025|A1|29037|01  |1|157|157|19|00000000006215025|13
2025|A1|29037|01  |1|157|157|19|00000000006216023|11
2025|A1|29037|01  |1|157|157|19|00000000006216031|1
2025|A1|29037|01  |1|157|157|19|00000000006223010|2
2025|A1|29037|01  |1|157|157|19|00000000006225016|5
2025|A1|29037|01  |1|157|157|19|00000000006225024|12
2025|A1|29037|01  |1|157|157|19|00000000006226022|4
2025|A1|29037|01  |1|157|157|19|00000000006227012|1
2025|A1|29037|01  |1|157|157|19|00000000006229018|1
2025|A1|29037|01  |1|157|157|19|00000000006231013|5
2025|A1|29037|01  |1|157|157|19|00000000006231021|15
2025|A1|29037|01  |1|157|157|19|00000000006232011|8
2025|A1|29037|01  |1|157|157|19|00000000006233019|11
2025|A1|29037|01  |1|157|157|19|00000000006239017|6
2025|A1|29037|01  |1|157|157|19|00000000006300008|20
2025|A1|29037|01  |1|157|157|19|00000000006311039|2
2025|A1|29037|01  |1|157|157|19|00000000006312011|2
2025|A1|29037|01  |1|157|157|19|00000000006314017|1
2025|A1|29037|01  |1|157|157|19|00000000006321012|2
2025|A1|29037|01  |1|157|157|19|00000000006322010|7
2025|A1|29037|01  |1|157|157|19|00000000006323018|2
2025|A1|29037|01  |1|157|157|19|00000000006324016|1
2025|A1|29037|01  |1|157|157|19|00000000006325014|1
2025|A1|29037|01  |1|157|157|19|00000000006325030|7
2025|A1|29037|01  |1|157|157|19|00000000006326020|6
2025|A1|29037|01  |1|157|157|19|00000000006329016|24
2025|A1|29037|01  |1|157|157|19|00000000006400006|5
2025|A1|29037|01  |1|157|157|19|00000000006411011|24
2025|A1|29037|01  |1|157|157|19|00000000006412019|7
2025|A1|29037|01  |1|157|157|19|00000000006419015|1
2025|A1|29037|01  |1|157|157|19|00000000006419023|1
2025|A1|29037|01  |1|157|157|19|00000000006500004|2
2025|A1|29037|01  |1|157|157|19|00000000006513015|2
2025|A1|29037|01  |1|157|157|19|00000000006515011|1
2025|A1|29037|01  |1|157|157|19|00000000006619037|4
2025|A1|29037|01  |1|157|157|19|00000000006619045|1
2025|A1|29037|01  |1|157|157|19|00000000006619053|1
2025|A1|29037|01  |1|157|157|19|00000000006621016|2
2025|A1|29037|01  |1|157|157|19|00000000006622022|16
2025|A1|29037|01  |1|157|157|19|00000000006623020|2
2025|A1|29037|01  |1|157|157|19|00000000006624010|2
2025|A1|29037|01  |1|157|157|19|00000000006625018|1
2025|A1|29037|01  |1|157|157|19|00000000006626024|1
2025|A1|29037|01  |1|157|157|19|00000000006626032|2
2025|A1|29037|01  |1|157|157|19|00000000006627014|1
2025|A1|29037|01  |1|157|157|19|00000000006629010|5
2025|A1|29037|01  |1|157|157|19|00000000006692017|1
2025|A1|29037|01  |1|157|157|19|00000000006693015|1
2025|A1|29037|01  |1|157|157|19|00000000006699021|1
2025|A1|29037|01  |1|157|157|19|00000000006699039|2
2025|A1|29037|01  |1|157|157|19|00000000006699047|2
2025|A1|29037|01  |1|157|157|19|00000000006700000|3
2025|A1|29037|01  |1|157|157|19|00000000006713011|1
2025|A1|29037|01  |1|157|157|19|00000000006714035|3
2025|A1|29037|01  |1|157|157|19|00000000006719019|1
2025|A1|29037|01  |1|157|157|19|00000000006721022|3
2025|A1|29037|01  |1|157|157|19|00000000006722012|1
2025|A1|29037|01  |1|157|157|19|00000000006729026|4
2025|A1|29037|01  |1|157|157|19|00000000006800008|2
2025|A1|29037|01  |1|157|157|19|00000000006811013|5
2025|A1|29037|01  |1|157|157|19|00000000006812011|2
2025|A1|29037|01  |1|157|157|19|00000000006813027|1
2025|A1|29037|01  |1|157|157|19|00000000006815015|2
2025|A1|29037|01  |1|157|157|19|00000000006816013|3
2025|A1|29037|01  |1|157|157|19|00000000006819017|2
2025|A1|29037|01  |1|157|157|19|00000000006900006|3
2025|A1|29037|01  |1|157|157|19|00000000006911045|1
2025|A1|29037|01  |1|157|157|19|00000000006993019|1
2025|A1|29037|01  |1|157|157|19|00000000006999025|1
2025|A1|29037|01  |1|157|157|19|00000000006999041|1
2025|A1|29037|01  |1|157|157|19|00000000006999083|2
2025|A1|29037|01  |1|157|157|19|00000000006999108|91
2025|A1|29037|01  |1|157|157|19|00000000006999132|1
2025|A1|29037|01  |1|157|157|19|00000000006999158|6
2025|A1|29037|01  |1|157|157|19|00000000006999166|7
2025|A1|29037|01  |1|157|157|19|00000000006999900|14
2025|A1|29037|01  |1|157|157|19|00000000007100001|28
2025|A1|29037|01  |1|157|157|19|00000000007111016|24
2025|A1|29037|01  |1|157|157|19|00000000007112014|1
2025|A1|29037|01  |1|157|157|19|00000000007113012|239
2025|A1|29037|01  |1|157|157|19|00000000007114010|18
2025|A1|29037|01  |1|157|157|19|00000000007115018|27
2025|A1|29037|01  |1|157|157|19|00000000007119010|13
2025|A1|29037|01  |1|157|157|19|00000000007121015|10
2025|A1|29037|01  |1|157|157|19|00000000007122013|1
2025|A1|29037|01  |1|157|157|19|00000000007123011|11
2025|A1|29037|01  |1|157|157|19|00000000007129019|44
2025|A1|29037|01  |1|157|157|19|00000000007131014|1
2025|A1|29037|01  |1|157|157|19|00000000007311012|13
2025|A1|29037|01  |1|157|157|19|00000000007400005|7
2025|A1|29037|01  |1|157|157|19|00000000007414014|1
2025|A1|29037|01  |1|157|157|19|00000000007500003|15
2025|A1|29037|01  |1|157|157|19|00000000007511018|7
2025|A1|29037|01  |1|157|157|19|00000000007512016|4
2025|A1|29037|01  |1|157|157|19|00000000007600001|3
2025|A1|29037|01  |1|157|157|19|00000000007611016|1
2025|A1|29037|01  |1|157|157|19|00000000007613004|1
2025|A1|29037|01  |1|157|157|19|00000000007613012|9
2025|A1|29037|01  |1|157|157|19|00000000007613905|1
2025|A1|29037|01  |1|157|157|19|00000000007614010|2
2025|A1|29037|01  |1|157|157|19|00000000008100000|1
2025|A1|29037|01  |1|157|157|19|00000000008113011|1
2025|A1|29037|01  |1|157|157|19|00000000008123010|1
2025|A1|29037|01  |1|157|157|19|00000000008123052|3
2025|A1|29037|01  |1|157|157|19|00000000008123060|1
2025|A1|29037|01  |1|157|157|19|00000000008123078|1
2025|A1|29037|01  |1|157|157|19|00000000008123903|1
2025|A1|29037|01  |1|157|157|19|00000000008131013|3
2025|A1|29037|01  |1|157|157|19|00000000008131021|6
2025|A1|29037|01  |1|157|157|19|00000000008133035|2
2025|A1|29037|01  |1|157|157|19|00000000008141012|1
2025|A1|29037|01  |1|157|157|19|00000000008151011|1
2025|A1|29037|01  |1|157|157|19|00000000008151029|1
2025|A1|29037|01  |1|157|157|19|00000000008200008|2
2025|A1|29037|01  |1|157|157|19|00000000008211021|1
2025|A1|29037|01  |1|157|157|19|00000000008219017|9
2025|A1|29037|01  |1|157|157|19|00000000008219025|1
2025|A1|29037|01  |1|157|157|19|00000000008219033|1
2025|A1|29037|01  |1|157|157|19|00000000008219041|14
2025|A1|29037|01  |1|157|157|19|00000000008219075|1
2025|A1|29037|01  |1|157|157|19|00000000008219083|3
2025|A1|29037|01  |1|157|157|19|00000000008300006|5
2025|A1|29037|01  |1|157|157|19|00000000008311011|5
2025|A1|29037|01  |1|157|157|19|00000000008312019|31
2025|A1|29037|01  |1|157|157|19|00000000008313017|4
2025|A1|29037|01  |1|157|157|19|00000000008314015|8
2025|A1|29037|01  |1|157|157|19|00000000008400004|67
2025|A1|29037|01  |1|157|157|19|00000000008411019|1
2025|A1|29037|01  |1|157|157|19|00000000008412017|3
2025|A1|29037|01  |1|157|157|19|00000000008413015|22
2025|A1|29037|01  |1|157|157|19|00000000008414013|5
2025|A1|29037|01  |1|157|157|19|00000000008415011|10
2025|A1|29037|01  |1|157|157|19|00000000008419013|1
2025|A1|29037|01  |1|157|157|19|00000000008421018|17
2025|A1|29037|01  |1|157|157|19|00000000008422016|7
2025|A1|29037|01  |1|157|157|19|00000000008424012|19
2025|A1|29037|01  |1|157|157|19|00000000008425010|2
2025|A1|29037|01  |1|157|157|19|00000000008426018|15
2025|A1|29037|01  |1|157|157|19|00000000008427016|14
2025|A1|29037|01  |1|157|157|19|00000000008428014|15
2025|A1|29037|01  |1|157|157|19|00000000008429012|5
2025|A1|29037|01  |1|157|157|19|00000000008429020|1
2025|A1|29037|01  |1|157|157|19|00000000008429038|11
2025|A1|29037|01  |1|157|157|19|00000000008429046|1
2025|A1|29037|01  |1|157|157|19|00000000008500002|3
2025|A1|29037|01  |1|157|157|19|00000000008511025|1
2025|A1|29037|01  |1|157|157|19|00000000008519011|1
2025|A1|29037|01  |1|157|157|19|00000000008521016|2
2025|A1|29037|01  |1|157|157|19|00000000008522014|2
2025|A1|29037|01  |1|157|157|19|00000000008524010|81
2025|A1|29037|01  |1|157|157|19|00000000008600000|4
2025|A1|29037|01  |1|157|157|19|00000000008611015|3
2025|A1|29037|01  |1|157|157|19|00000000008612013|1
2025|A1|29037|01  |1|157|157|19|00000000008619019|4
2025|A1|29037|01  |1|157|157|19|00000000008700008|36
2025|A1|29037|01  |1|157|157|19|00000000008711013|3
2025|A1|29037|01  |1|157|157|19|00000000008711021|90
2025|A1|29037|01  |1|157|157|19|00000000008712011|53
2025|A1|29037|01  |1|157|157|19|00000000008713019|1
2025|A1|29037|01  |1|157|157|19|00000000008714017|2
2025|A1|29037|01  |1|157|157|19|00000000008719017|7
2025|A1|29037|01  |1|157|157|19|00000000008721012|6
2025|A1|29037|01  |1|157|157|19|00000000008722010|1
2025|A1|29037|01  |1|157|157|19|00000000008723018|14
2025|A1|29037|01  |1|157|157|19|00000000008800006|13
2025|A1|29037|01  |1|157|157|19|00000000008813017|3
2025|A1|29037|01  |1|157|157|19|00000000008814015|4
2025|A1|29037|01  |1|157|157|19|00000000008819015|1
2025|A1|29037|01  |1|157|157|19|00000000008821010|1
2025|A1|29037|01  |1|157|157|19|00000000008824014|1
2025|A1|29037|01  |1|157|157|19|00000000008825012|1
2025|A1|29037|01  |1|157|157|19|00000000008826010|1
2025|A1|29037|01  |1|157|157|19|00000000008827018|4
2025|A1|29037|01  |1|157|157|19|00000000008829048|1
2025|A1|29037|01  |1|157|157|19|00000000008831019|2
2025|A1|29037|01  |1|157|157|19|00000000008833015|1
2025|A1|29037|01  |1|157|157|19|00000000008900004|91
2025|A1|29037|01  |1|157|157|19|00000000008911019|31
2025|A1|29037|01  |1|157|157|19|00000000008912017|1
2025|A1|29037|01  |1|157|157|19|00000000008913015|19
2025|A1|29037|01  |1|157|157|19|00000000008914013|12
2025|A1|29037|01  |1|157|157|19|00000000008915011|3
2025|A1|29037|01  |1|157|157|19|00000000008919013|28
2025|A1|29037|01  |1|157|157|19|00000000008922016|6
2025|A1|29037|01  |1|157|157|19|00000000008922024|8
2025|A1|29037|01  |1|157|157|19|00000000008924012|5
2025|A1|29037|01  |1|157|157|19|00000000008929020|12
2025|A1|29037|01  |1|157|157|19|00000000008931017|1
2025|A1|29037|01  |1|157|157|19|00000000008932015|10
2025|A1|29037|01  |1|157|157|19|00000000008933013|105
2025|A1|29037|01  |1|157|157|19|00000000008934011|7
2025|A1|29037|01  |1|157|157|19|00000000008934029|3
2025|A1|29037|01  |1|157|157|19|00000000008935019|27
2025|A1|29037|01  |1|157|157|19|00000000008936017|1
2025|A1|29037|01  |1|157|157|19|00000000008939011|3
2025|A1|29037|01  |1|157|157|19|00000000008942014|11
2025|A1|29037|01  |1|157|157|19|00000000008944010|6
2025|A1|29037|01  |1|157|157|19|00000000008944028|9
2025|A1|29037|01  |1|157|157|19|00000000008944098|2801
2025|A1|29037|01  |1|157|157|19|00000000008949010|4
2025|A1|29037|01  |1|157|157|19|00000000008949888|1
2025|A1|29037|01  |1|157|157|19|00000000008949903|1
2025|A1|29037|01  |1|157|157|19|00000000008991011|1189
2025|A1|29037|01  |1|157|157|19|00000000009100009|1
2025|A1|29037|01  |1|157|157|19|00000000009112012|65
2025|A1|29037|01  |1|157|157|19|00000000009113010|12
2025|A1|29037|01  |1|157|157|19|00000000009115016|30
2025|A1|29037|01  |1|157|157|19|00000000009119018|21
2025|A1|29037|01  |1|157|157|19|00000000009121013|6
2025|A1|29037|01  |1|157|157|19|00000000009122011|3
2025|A1|29037|01  |1|157|157|19|00000000009129017|8
2025|A1|29037|01  |1|157|157|19|00000000009191016|1
2025|A1|29037|01  |1|157|157|19|00000000009199010|1
2025|A1|29037|01  |1|157|157|19|00000000009200007|3
2025|A1|29037|01  |1|157|157|19|00000000009211012|72
2025|A1|29037|01  |1|157|157|19|00000000009212010|32
2025|A1|29037|01  |1|157|157|19|00000000009213018|13
2025|A1|29037|01  |1|157|157|19|00000000009214016|8
2025|A1|29037|01  |1|157|157|19|00000000009219016|11
2025|A1|29037|01  |1|157|157|19|00000000009221011|1
2025|A1|29037|01  |1|157|157|19|00000000009231010|7
2025|A1|29037|01  |1|157|157|19|00000000009231028|3
2025|A1|29037|01  |1|157|157|19|00000000009311010|1
2025|A1|29037|01  |1|157|157|19|00000000009311036|2
2025|A1|29037|01  |1|157|157|19|00000000009311044|9
2025|A1|29037|01  |1|157|157|19|00000000009319014|1
2025|A1|29037|01  |1|157|157|19|00000000009321019|6
2025|A1|29037|01  |1|157|157|19|00000000009322017|1
2025|A1|29037|01  |1|157|157|19|00000000009331018|6
2025|A1|29037|01  |1|157|157|19|00000000009400003|6
2025|A1|29037|01  |1|157|157|19|00000000009411018|2
2025|A1|29037|01  |1|157|157|19|00000000009411026|7
2025|A1|29037|01  |1|157|157|19|00000000009411034|16
2025|A1|29037|01  |1|157|157|19|00000000009411901|1
2025|A1|29037|01  |1|157|157|19|00000000009411998|235
2025|A1|29037|01  |1|157|157|19|00000000009471012|3
2025|A1|29037|01  |1|157|157|19|00000000009501009|35
2025|A1|29037|01  |1|157|157|19|00000000009502007|14
2025|A1|29037|01  |1|157|157|19|00000000009504003|2
2025|A1|29037|01  |1|157|157|19|00000000009506009|1111
2025|A1|29037|01  |1|157|157|19|00000000009900003|1
2025|A1|29037|01  |1|157|157|19|00000000009919012|6
2025|A1|29037|01  |1|157|157|19|00000000009999999|2007
2025|A1|29037|01  |1|157|157|19|00000000|982
2025|A1|29037|01  |1|157|157|24|00000000009506009|1
2025|A1|29037|01  |1|157|157|25|00000000009999999|1
2025|A1|29037|01  |1|157|157|28|00000000008944098|1
2025|A1|29037|01  |1|157|157|28|00000000009506009|1
2025|A1|29037|01  |5|157|157|19|00000000006211023|1
2025|A1|29037|01  |5|157|157|19|00000000008944098|1
2025|A1|29037|03  |1|252|252|19|00000000008400004|1
2025|A1|29037|03  |1|252|252|19|00000000008944098|1
2025|A1|29037|03  |1|58|58|19|00000000009999999|1
2025|A1|29037|03  |1|67|67|19|00000000|1
2025|A1|29037|05  |1|157|157|19|00000000002025014|1
2025|A1|29037|05  |1|157|157|19|00000000002093011|1
2025|A1|29037|05  |1|157|157|19|00000000002400000|1
